time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-10-01T04:25:50.666Z,17.0886,147.0892,48.911,4.7,mb,30.0,154.0,4.086,0.78,us,us6000ipwx,2022-10-01T04:42:10.040Z,"251 km NE of Saipan, Northern Mariana Islands",earthquake,9.73,6.637,0.102,29.0,reviewed,us,us
2022-10-01T04:25:10.001Z,53.7866,-35.2019,10.0,4.5,mb,30.0,148.0,9.205,0.91,us,us6000irja,2022-10-07T01:25:04.040Z,Reykjanes Ridge,earthquake,11.71,1.846,0.135,16.0,reviewed,us,us
2022-10-01T04:08:20.265Z,52.4931,143.3965,10.0,4.5,mb,40.0,103.0,5.556,0.73,us,us6000irix,2022-10-07T01:02:23.040Z,"79 km NNE of Nogliki, Russia",earthquake,9.81,1.872,0.132,18.0,reviewed,us,us
2022-10-01T03:54:57.693Z,16.9974,147.0804,56.066,5.4,mww,70.0,95.0,4.005,0.72,us,us6000ipwl,2022-10-02T04:05:01.680Z,"243 km NE of Saipan, Northern Mariana Islands",earthquake,9.74,5.163,0.098,10.0,reviewed,us,us
2022-10-01T03:34:03.795Z,-58.3681,-23.3742,10.0,4.4,mb,18.0,93.0,8.354,1.01,us,us6000iriw,2022-10-07T00:17:53.040Z,South Sandwich Islands region,earthquake,11.66,1.794,0.138,15.0,reviewed,us,us
2022-10-01T02:40:06.723Z,36.3661,137.0386,264.173,4.0,mb,28.0,76.0,0.803,0.55,us,us6000iriv,2022-10-06T23:26:16.040Z,"eastern Honshu, Japan",earthquake,7.15,5.743,0.196,7.0,reviewed,us,us
2022-10-01T02:06:09.232Z,53.8065,-35.2358,10.0,4.8,mb,41.0,101.0,9.177,0.89,us,us6000ipvm,2022-10-01T02:25:40.040Z,Reykjanes Ridge,earthquake,11.25,1.907,0.047,142.0,reviewed,us,us
2022-10-01T01:39:23.759Z,53.7163,-35.5555,10.0,4.5,mb,19.0,145.0,9.153,0.64,us,us6000irit,2022-10-06T23:11:57.040Z,Reykjanes Ridge,earthquake,13.06,1.965,0.17,11.0,reviewed,us,us
2022-10-01T01:28:21.536Z,53.7222,-35.4384,10.0,4.6,mb,42.0,144.0,15.214,0.79,us,us6000ipvd,2022-10-06T22:50:10.040Z,Reykjanes Ridge,earthquake,12.63,1.939,0.092,35.0,reviewed,us,us
2022-10-01T01:18:53.397Z,53.7062,-35.5418,10.0,6.0,mww,118.0,36.0,9.166,0.81,us,us6000ipva,2022-10-02T01:22:33.479Z,Reykjanes Ridge,earthquake,8.21,1.769,0.03,106.0,reviewed,us,us
2022-10-01T00:03:55.014Z,32.3161,142.6165,10.0,4.6,mb,35.0,126.0,2.493,0.46,us,us6000irj3,2022-10-09T00:24:58.040Z,"Izu Islands, Japan region",earthquake,9.8,1.858,0.193,8.0,reviewed,us,us
2022-09-30T23:23:35.109Z,60.4663,-152.7462,9.9,4.0,ml,0.0,0.0,0.0,0.86,ak,ak022cjvjpsi,2022-10-08T03:45:49.040Z,"75 km NW of Ninilchik, Alaska",earthquake,0.0,0.1,0.0,0.0,reviewed,ak,ak
2022-09-30T22:52:43.612Z,-6.1562,147.5393,52.782,4.3,mb,17.0,121.0,3.249,0.7,us,us6000irig,2022-10-07T04:50:04.040Z,"55 km NW of Finschhafen, Papua New Guinea",earthquake,11.89,9.23,0.16,11.0,reviewed,us,us
2022-09-30T21:44:22.922Z,2.0807,129.0767,10.0,4.8,mb,79.0,89.0,2.148,0.61,us,us6000ipsr,2022-10-08T03:28:14.040Z,"Halmahera, Indonesia",earthquake,5.93,1.744,0.055,104.0,reviewed,us,us
2022-09-30T21:10:45.047Z,54.043,-35.1729,10.0,4.6,mb,91.0,105.0,8.998,0.52,us,us6000irie,2022-10-08T03:54:36.040Z,Reykjanes Ridge,earthquake,3.9,1.883,0.06,82.0,reviewed,us,us
2022-09-30T20:37:38.875Z,2.0314,98.9577,11.436,5.0,mb,97.0,51.0,0.659,0.59,us,us6000ips6,2022-10-01T16:09:09.836Z,"37 km NNE of Sibolga, Indonesia",earthquake,4.02,3.633,0.06,98.0,reviewed,us,us
2022-09-30T19:52:05.767Z,53.9025,-35.3176,10.0,4.8,mb,162.0,76.0,9.07,0.74,us,us6000iprv,2022-09-30T20:51:17.040Z,Reykjanes Ridge,earthquake,9.5,1.842,0.044,167.0,reviewed,us,us
2022-09-30T19:50:38.499Z,2.226,98.8645,47.323,4.9,mb,103.0,45.0,0.468,0.71,us,us6000iprr,2022-10-01T15:47:50.040Z,"47 km S of Tomok Bolon, Indonesia",earthquake,6.58,6.28,0.06,94.0,reviewed,us,us
2022-09-30T19:28:40.540Z,2.1088,98.9283,21.214,5.9,mww,203.0,32.0,0.581,0.92,us,us6000ipri,2022-10-04T15:39:03.040Z,"43 km NNE of Sibolga, Indonesia",earthquake,5.46,3.384,0.052,35.0,reviewed,us,us
2022-09-30T19:02:26.205Z,-21.8884,-68.6543,137.837,4.0,mb,17.0,167.0,0.554,0.75,us,us6000iprc,2022-09-30T21:23:45.040Z,"68 km NNE of Calama, Chile",earthquake,6.95,6.599,0.518,1.0,reviewed,us,us
2022-09-30T18:18:09.443Z,15.2659,-94.3497,51.027,4.5,mb,57.0,157.0,2.358,0.63,us,us6000ipr9,2022-09-30T19:56:07.040Z,"95 km SW of Cabeza de Toro, Mexico",earthquake,10.76,4.619,0.055,102.0,reviewed,us,us
2022-09-30T17:32:35.898Z,12.2571,-88.3306,13.016,5.2,mww,259.0,115.0,1.205,0.67,us,us6000ipny,2022-10-01T15:28:51.040Z,"108 km SSW of Intipucá, El Salvador",earthquake,4.55,3.969,0.052,36.0,reviewed,us,us
2022-09-30T15:45:50.546Z,-14.2192,167.353,197.486,4.6,mb,72.0,69.0,1.229,0.85,us,us6000ipnf,2022-09-30T17:12:57.040Z,"43 km SSW of Sola, Vanuatu",earthquake,7.97,4.331,0.065,70.0,reviewed,us,us
2022-09-30T14:47:58.554Z,-5.1339,153.3902,35.0,4.3,mb,32.0,98.0,7.496,0.48,us,us6000iri3,2022-10-07T09:00:11.040Z,"New Ireland region, Papua New Guinea",earthquake,10.83,1.916,0.116,21.0,reviewed,us,us
2022-09-30T14:37:20.021Z,22.8572,121.3843,10.0,4.6,mb,67.0,104.0,0.284,0.55,us,us6000ipn2,2022-10-09T08:19:07.040Z,"99 km ESE of Yujing, Taiwan",earthquake,6.78,1.877,0.073,55.0,reviewed,us,us
2022-09-30T14:31:11.020Z,9.423,126.4861,35.0,4.3,mb,53.0,133.0,2.505,0.46,us,us6000ipn7,2022-10-09T08:28:18.040Z,"36 km ENE of Cortes, Philippines",earthquake,8.76,1.811,0.086,39.0,reviewed,us,us
2022-09-30T14:30:23.877Z,-2.4547,121.3631,10.0,4.2,mb,23.0,76.0,1.988,0.52,us,us6000iri4,2022-10-07T11:09:44.040Z,"135 km SSE of Poso, Indonesia",earthquake,6.72,1.922,0.147,13.0,reviewed,us,us
2022-09-30T13:52:19.071Z,-24.6983,-177.2771,117.68,4.6,mb,31.0,121.0,3.999,0.55,us,us6000irhz,2022-10-07T08:22:51.040Z,south of the Fiji Islands,earthquake,11.21,7.493,0.109,26.0,reviewed,us,us
2022-09-30T13:33:52.747Z,53.9734,-35.3074,10.0,4.6,mb,46.0,72.0,9.013,0.38,us,us6000iri8,2022-10-07T11:48:44.040Z,Reykjanes Ridge,earthquake,10.93,1.93,0.09,37.0,reviewed,us,us
2022-09-30T12:57:31.622Z,-6.6378,104.6916,42.829,4.5,mb,28.0,80.0,2.847,0.48,us,us6000irhy,2022-10-07T07:45:59.040Z,"129 km WSW of Labuan, Indonesia",earthquake,9.13,7.994,0.124,19.0,reviewed,us,us
2022-09-30T12:56:31.653Z,15.7625,-88.4429,10.0,4.1,mb,25.0,64.0,2.093,0.4,us,us6000ipmk,2022-10-09T08:05:46.040Z,Honduras-Guatemala border region,earthquake,6.56,1.964,0.151,12.0,reviewed,us,us
2022-09-30T12:50:10.040Z,53.9886,-35.2858,10.0,4.8,mb,93.0,59.0,9.008,0.32,us,us6000ipml,2022-10-09T08:12:39.040Z,Reykjanes Ridge,earthquake,8.52,1.536,0.046,148.0,reviewed,us,us
2022-09-30T12:21:08.090Z,53.682,-35.1639,10.0,4.5,mb,47.0,110.0,9.305,0.41,us,us6000ipmj,2022-10-08T10:35:59.040Z,Reykjanes Ridge,earthquake,9.05,1.882,0.084,42.0,reviewed,us,us
2022-09-30T12:14:32.319Z,11.9717,-88.4671,10.0,4.4,mb,34.0,237.0,1.495,0.36,us,us6000irip,2022-10-08T08:34:17.040Z,"139 km SW of Jiquilillo, Nicaragua",earthquake,6.53,1.959,0.1,29.0,reviewed,us,us
2022-09-30T12:09:28.960Z,-16.276,-75.4886,10.0,4.6,mb,41.0,138.0,4.461,0.59,us,us6000ipm5,2022-10-08T10:23:38.040Z,"106 km SSW of San Juan, Peru",earthquake,10.67,1.891,0.101,29.0,reviewed,us,us
2022-09-30T12:05:36.855Z,15.7829,-88.4044,10.0,4.1,mb,26.0,106.0,2.121,0.55,us,us6000ipm2,2022-10-09T07:57:34.483Z,Honduras-Guatemala border region,earthquake,6.89,1.991,0.14,14.0,reviewed,us,us
2022-09-30T11:38:53.296Z,53.5161,-35.3866,10.0,4.6,mb,68.0,89.0,9.377,0.39,us,us6000ipmb,2022-10-08T10:29:04.040Z,Reykjanes Ridge,earthquake,10.22,1.871,0.064,72.0,reviewed,us,us
2022-09-30T11:38:34.039Z,-25.6047,-175.4483,10.0,5.0,mb,36.0,121.0,4.254,0.55,us,us6000iply,2022-10-08T09:56:46.040Z,south of Tonga,earthquake,11.22,1.885,0.083,46.0,reviewed,us,us
2022-09-30T11:26:52.977Z,-18.4309,-175.7063,264.333,4.6,mb,38.0,83.0,1.633,0.56,us,us6000iplt,2022-10-08T09:46:42.040Z,Tonga,earthquake,11.96,8.28,0.086,40.0,reviewed,us,us
2022-09-30T09:24:37.819Z,-22.8654,172.192,10.0,4.8,mb,33.0,128.0,4.388,0.6,us,us6000ipl7,2022-09-30T09:45:11.040Z,southeast of the Loyalty Islands,earthquake,9.03,1.89,0.105,28.0,reviewed,us,us
2022-09-30T09:22:18.860Z,-6.3545,130.5213,107.591,4.3,mb,19.0,127.0,1.792,0.53,us,us6000ipl6,2022-10-07T09:07:52.040Z,Banda Sea,earthquake,6.47,9.832,0.266,4.0,reviewed,us,us
2022-09-30T07:41:13.724Z,-32.1072,-71.7753,33.488,4.3,mwr,29.0,175.0,0.683,0.82,us,us6000ipjt,2022-09-30T08:03:59.339Z,"offshore Coquimbo, Chile",earthquake,4.94,4.19,0.041,58.0,reviewed,us,us
2022-09-30T07:35:33.737Z,-22.6113,-68.5343,128.648,4.0,mb,16.0,71.0,0.472,0.73,us,us6000ipjr,2022-09-30T07:51:05.040Z,"43 km ESE of Calama, Chile",earthquake,7.66,9.522,0.26,4.0,reviewed,us,us
2022-09-30T07:22:30.844Z,0.2435,96.6195,10.0,4.3,mb,18.0,247.0,1.422,0.68,us,us6000ipjp,2022-09-30T07:39:50.040Z,"248 km S of Sinabang, Indonesia",earthquake,7.79,2.012,0.169,10.0,reviewed,us,us
2022-09-30T06:37:34.249Z,-31.9326,179.9351,365.04,4.7,mb,38.0,79.0,5.774,0.8,us,us6000ipjf,2022-09-30T06:55:18.040Z,Kermadec Islands region,earthquake,12.95,8.101,0.097,32.0,reviewed,us,us
2022-09-30T06:15:46.902Z,-45.8168,-76.1106,10.0,5.3,mww,46.0,142.0,1.946,0.75,us,us6000ipjd,2022-09-30T06:34:48.040Z,"259 km W of Puerto Chacabuco, Chile",earthquake,5.53,1.784,0.057,30.0,reviewed,us,us
2022-09-30T05:58:37.495Z,36.1175,139.8114,55.455,4.3,mwr,43.0,127.0,1.366,0.75,us,us6000ipj9,2022-10-01T19:55:08.749Z,"2 km NNE of Sakai, Japan",earthquake,2.39,7.326,0.075,17.0,reviewed,us,us
2022-09-30T05:46:08.441Z,-17.6488,-179.8415,585.777,4.5,mb,48.0,101.0,3.711,0.48,us,us6000ipj6,2022-09-30T06:04:31.040Z,"100 km ENE of Levuka, Fiji",earthquake,14.06,9.693,0.085,41.0,reviewed,us,us
2022-09-30T03:43:09.492Z,-3.7846,144.2504,10.0,5.0,mb,21.0,128.0,6.287,0.93,us,us6000ipic,2022-09-30T04:02:10.040Z,"36 km NNE of Angoram, Papua New Guinea",earthquake,8.11,1.86,0.141,16.0,reviewed,us,us
2022-09-30T03:22:17.397Z,53.8072,-35.1367,10.0,4.6,mb,37.0,100.0,9.208,0.59,us,us6000ipi7,2022-09-30T03:49:08.040Z,Reykjanes Ridge,earthquake,11.41,1.909,0.062,78.0,reviewed,us,us
2022-09-30T02:59:02.553Z,9.4479,126.7267,35.0,4.8,mb,27.0,125.0,2.622,0.66,us,us6000ipi6,2022-09-30T03:18:22.040Z,"61 km ENE of Cortes, Philippines",earthquake,8.47,1.924,0.101,30.0,reviewed,us,us
2022-09-30T02:26:22.573Z,-25.3265,-176.7025,82.101,4.9,mb,15.0,107.0,4.067,0.65,us,us6000iphy,2022-09-30T02:44:41.040Z,south of the Fiji Islands,earthquake,11.51,10.968,0.177,10.0,reviewed,us,us
2022-09-30T02:23:16.263Z,24.7976,94.8543,10.0,4.6,mb,18.0,123.0,0.758,0.47,us,us6000iphx,2022-09-30T14:16:07.135Z,"82 km E of Yairipok, India",earthquake,7.34,1.92,0.206,9.0,reviewed,us,us
2022-09-30T02:22:24.058Z,53.9812,-35.1357,10.0,4.7,mb,35.0,118.0,9.062,1.09,us,us6000irhn,2022-10-06T22:06:39.040Z,Reykjanes Ridge,earthquake,11.72,1.693,0.12,22.0,reviewed,us,us
2022-09-30T02:19:52.080Z,32.2183,142.4357,10.0,4.9,mb,31.0,101.0,2.385,0.61,us,us6000iphu,2022-09-30T02:59:13.040Z,"Izu Islands, Japan region",earthquake,11.46,1.882,0.101,33.0,reviewed,us,us
2022-09-30T01:20:12.479Z,52.3477,-169.5087,42.889,4.6,mb,27.0,178.0,1.439,0.91,us,us6000irhe,2022-10-06T21:52:08.040Z,"79 km SSW of Nikolski, Alaska",earthquake,9.9,9.455,0.223,6.0,reviewed,us,us
2022-09-30T01:09:29.178Z,9.4558,126.6941,35.0,4.5,mb,20.0,174.0,8.653,0.64,us,us6000irhd,2022-10-06T21:01:08.040Z,"58 km ENE of Cortes, Philippines",earthquake,13.56,1.928,0.192,8.0,reviewed,us,us
2022-09-30T00:57:47.471Z,-22.8223,172.3308,10.0,4.5,mb,26.0,118.0,4.514,0.77,us,us6000irhg,2022-10-08T03:52:20.040Z,southeast of the Loyalty Islands,earthquake,8.96,1.898,0.144,14.0,reviewed,us,us
2022-09-30T00:21:50.068Z,-10.457,124.7267,10.0,4.0,mb,16.0,105.0,0.831,0.29,us,us6000irhk,2022-10-07T04:17:46.040Z,"81 km SE of Soe, Indonesia",earthquake,6.45,1.948,0.26,4.0,reviewed,us,us
2022-09-29T23:08:10.151Z,60.2205,-141.1915,11.2,5.1,ml,0.0,0.0,0.0,0.82,ak,ak022ci7x3po,2022-10-12T23:18:13.902Z,"111 km NW of Yakutat, Alaska",earthquake,0.0,0.1,0.0,0.0,reviewed,ak,ak
2022-09-29T23:02:43.203Z,0.1423,-77.3626,15.702,4.9,mb,53.0,78.0,0.71,0.75,us,us6000ipgb,2022-10-08T02:10:48.040Z,"52 km W of Nueva Loja, Ecuador",earthquake,4.66,3.333,0.069,66.0,reviewed,us,us
2022-09-29T22:59:01.617Z,-22.9468,172.2214,11.0,5.7,mww,101.0,36.0,4.419,0.88,us,us6000ipga,2022-10-08T02:03:54.051Z,southeast of the Loyalty Islands,earthquake,7.34,1.673,0.093,11.0,reviewed,us,us
2022-09-29T22:22:36.730Z,23.1002,94.8968,150.0,5.6,mww,161.0,20.0,3.03,0.72,us,us6000ipft,2022-10-07T21:06:52.163Z,Myanmar,earthquake,6.97,1.849,0.053,34.0,reviewed,us,us
2022-09-29T22:18:51.958Z,53.8469,-35.1237,10.0,4.9,mb,59.0,101.0,9.179,0.46,us,us6000ipg7,2022-10-08T01:43:35.040Z,Reykjanes Ridge,earthquake,10.12,1.904,0.068,69.0,reviewed,us,us
2022-09-29T21:58:19.661Z,53.7985,-35.6715,10.0,4.5,mb,38.0,142.0,9.047,0.52,us,us6000ir4c,2022-10-07T03:25:42.040Z,Reykjanes Ridge,earthquake,11.35,1.928,0.111,24.0,reviewed,us,us
2022-09-29T21:49:03.422Z,39.5531,40.5235,10.0,4.3,mwr,77.0,77.0,0.465,0.77,us,us6000ipfl,2022-10-07T20:45:55.040Z,"13 km N of Yedisu, Turkey",earthquake,4.18,1.913,0.065,23.0,reviewed,us,us
2022-09-29T21:27:33.081Z,53.8292,-35.2217,10.0,4.5,mb,33.0,139.0,9.162,0.59,us,us6000ir4a,2022-10-07T03:10:40.040Z,Reykjanes Ridge,earthquake,10.84,1.909,0.113,23.0,reviewed,us,us
2022-09-29T21:09:14.726Z,-14.6538,172.2715,605.039,4.4,mb,36.0,82.0,4.96,0.4,us,us6000ir49,2022-10-07T03:00:16.040Z,Vanuatu region,earthquake,11.48,10.037,0.105,26.0,reviewed,us,us
2022-09-29T20:48:04.925Z,-10.3382,124.7472,10.0,4.2,mb,12.0,118.0,0.748,1.04,us,us6000ir47,2022-10-08T21:13:47.040Z,"Timor region, Indonesia",earthquake,7.83,1.961,0.529,1.0,reviewed,us,us
2022-09-29T20:47:02.194Z,53.5723,-35.3061,10.0,4.5,mb,56.0,71.0,9.354,0.86,us,us6000ipfa,2022-10-08T21:00:48.040Z,Reykjanes Ridge,earthquake,8.14,1.881,0.075,53.0,reviewed,us,us
2022-09-29T20:45:51.862Z,-2.9087,128.0206,10.0,4.1,mb,16.0,67.0,3.824,0.67,us,us6000ir48,2022-10-08T20:43:13.040Z,"88 km NNW of Ambon, Indonesia",earthquake,4.65,1.95,0.235,5.0,reviewed,us,us
2022-09-29T20:23:47.966Z,53.5847,-35.3831,10.0,4.7,mb,61.0,46.0,15.354,0.83,us,us6000ipf7,2022-10-08T20:26:28.040Z,Reykjanes Ridge,earthquake,5.2,1.784,0.057,93.0,reviewed,us,us
2022-09-29T19:47:06.155Z,53.5321,-35.2299,10.0,4.4,mb,16.0,171.0,18.657,0.6,us,us6000ir45,2022-10-08T18:21:29.040Z,Reykjanes Ridge,earthquake,10.57,1.959,0.378,2.0,reviewed,us,us
2022-09-29T19:10:24.898Z,55.0249,-159.5178,35.218,4.3,mb,38.0,92.0,0.199,0.4,us,us6000ipeh,2022-10-08T18:07:43.040Z,Alaska Peninsula,earthquake,3.42,8.358,0.237,5.0,reviewed,us,us
2022-09-29T18:52:14.310Z,51.246,178.6932,27.352,4.1,mb,61.0,159.0,0.404,0.43,us,us6000ipf0,2022-10-08T18:02:10.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.48,6.674,0.086,39.0,reviewed,us,us
2022-09-29T17:25:36.422Z,53.889,-35.4079,10.0,4.4,mb,24.0,79.0,9.052,0.95,us,us6000ir46,2022-10-08T21:15:49.040Z,Reykjanes Ridge,earthquake,9.74,1.858,0.178,12.0,reviewed,us,us
2022-09-29T15:32:30.702Z,53.7471,-35.1915,10.0,5.7,mww,128.0,74.0,9.241,0.55,us,us6000ipdh,2022-09-30T15:35:48.220Z,Reykjanes Ridge,earthquake,8.99,1.866,0.053,34.0,reviewed,us,us
2022-09-29T15:14:40.210Z,2.7765,128.5285,220.505,4.6,mb,103.0,103.0,2.305,0.99,us,us6000ipdf,2022-09-29T18:33:17.040Z,"129 km NNE of Tobelo, Indonesia",earthquake,8.69,7.331,0.059,92.0,reviewed,us,us
2022-09-29T15:11:02.793Z,53.8416,-35.1991,10.0,4.8,mb,184.0,90.0,9.159,0.54,us,us6000ipdd,2022-09-29T17:25:13.040Z,Reykjanes Ridge,earthquake,3.2,1.86,0.037,232.0,reviewed,us,us
2022-09-29T15:09:49.072Z,-28.9031,-69.859,145.29,4.0,ml,31.0,155.0,0.745,1.42,us,us6000ipd0,2022-09-29T16:57:25.040Z,"95 km ESE of Vallenar, Chile",earthquake,8.09,11.36,0.048,58.0,reviewed,us,us
2022-09-29T15:03:38.339Z,36.7814,140.6023,6.386,4.7,mb,91.0,112.0,1.943,0.68,us,us6000ipci,2022-09-29T16:26:48.040Z,"12 km NW of Takahagi, Japan",earthquake,3.07,4.42,0.065,76.0,reviewed,us,us
2022-09-29T15:03:35.685Z,5.8977,-84.4178,10.0,4.6,mb,68.0,144.0,2.724,0.71,us,us6000ipch,2022-09-29T15:40:06.040Z,"291 km SW of Burica, Panama",earthquake,7.86,1.909,0.089,40.0,reviewed,us,us
2022-09-29T12:56:31.765Z,-5.4541,102.6805,37.099,4.5,mb,29.0,173.0,1.12,0.91,us,us6000ipc0,2022-09-30T11:22:55.040Z,"southern Sumatra, Indonesia",earthquake,8.19,5.154,0.14,15.0,reviewed,us,us
2022-09-29T12:16:39.167Z,53.4828,-35.2698,10.0,4.7,mb,41.0,126.0,9.441,0.71,us,us6000ipbs,2022-09-29T12:43:17.040Z,Reykjanes Ridge,earthquake,11.66,1.906,0.058,91.0,reviewed,us,us
2022-09-29T11:34:44.488Z,-2.434,139.8484,20.564,5.4,mb,69.0,60.0,7.607,0.73,us,us6000ipap,2022-09-30T11:37:58.653Z,"89 km WNW of Abepura, Indonesia",earthquake,9.22,5.278,0.049,142.0,reviewed,us,us
2022-09-29T09:55:58.484Z,53.7649,-35.1076,10.0,5.1,mb,63.0,55.0,9.253,1.0,us,us6000ipaf,2022-10-01T18:50:08.040Z,Reykjanes Ridge,earthquake,7.42,1.737,0.032,307.0,reviewed,us,us
2022-09-29T08:41:19.088Z,4.9634,-82.7301,10.0,4.3,mb,33.0,161.0,3.475,0.82,us,us6000ipa4,2022-09-29T10:06:51.040Z,south of Panama,earthquake,9.32,1.973,0.188,8.0,reviewed,us,us
2022-09-29T08:14:52.150Z,53.3089,-35.4701,10.0,4.7,mb,54.0,94.0,20.098,0.5,us,us6000ip9u,2022-09-29T09:46:30.040Z,Reykjanes Ridge,earthquake,12.95,1.925,0.056,96.0,reviewed,us,us
2022-09-29T07:50:12.859Z,53.4554,-35.5375,10.0,4.7,mb,65.0,133.0,19.234,0.55,us,us6000ip9g,2022-09-29T09:28:19.040Z,Reykjanes Ridge,earthquake,6.88,1.937,0.049,127.0,reviewed,us,us
2022-09-29T06:58:37.825Z,53.4597,-34.8795,10.0,4.7,mb,63.0,143.0,10.558,0.55,us,us6000ip93,2022-09-29T08:31:11.040Z,Reykjanes Ridge,earthquake,9.64,1.936,0.051,117.0,reviewed,us,us
2022-09-29T06:36:03.332Z,53.7514,-35.0969,10.0,4.8,mb,77.0,82.0,10.248,0.87,us,us6000ip8a,2022-09-29T07:04:01.040Z,Reykjanes Ridge,earthquake,5.33,1.819,0.039,204.0,reviewed,us,us
2022-09-29T05:43:12.447Z,-19.818,169.8005,269.122,4.1,mb,21.0,106.0,3.544,0.56,us,us6000ip7k,2022-09-29T06:02:51.040Z,"62 km ESE of Isangel, Vanuatu",earthquake,9.31,8.092,0.139,16.0,reviewed,us,us
2022-09-29T05:38:52.147Z,53.735,-35.2245,10.0,4.6,mb,48.0,176.0,9.241,0.5,us,us6000ip7w,2022-09-29T08:06:00.040Z,Reykjanes Ridge,earthquake,5.09,1.948,0.063,74.0,reviewed,us,us
2022-09-29T04:51:41.242Z,53.7739,-35.3218,10.0,4.4,mb,28.0,148.0,9.177,0.64,us,us6000ir2x,2022-10-06T03:24:41.040Z,Reykjanes Ridge,earthquake,12.41,1.935,0.162,11.0,reviewed,us,us
2022-09-29T04:48:28.404Z,-7.5381,127.5688,146.143,4.0,mb,25.0,132.0,6.332,0.63,us,us6000ir3i,2022-10-06T03:13:23.040Z,"125 km NNE of Lospalos, Timor Leste",earthquake,12.97,6.716,0.15,13.0,reviewed,us,us
2022-09-29T04:45:07.033Z,53.7522,-35.1919,10.0,4.8,mb,77.0,31.0,15.245,0.84,us,us6000ip6w,2022-10-06T02:36:04.040Z,Reykjanes Ridge,earthquake,9.04,1.757,0.052,116.0,reviewed,us,us
2022-09-29T04:32:42.781Z,13.5579,-91.0525,35.0,4.3,mb,37.0,157.0,1.283,0.97,us,us6000ip6l,2022-10-06T02:25:01.040Z,near the coast of Guatemala,earthquake,6.66,1.899,0.053,100.0,reviewed,us,us
2022-09-29T04:17:49.317Z,28.6391,142.4848,10.0,4.8,mb,59.0,58.0,1.56,0.72,us,us6000ip6i,2022-10-06T02:05:31.040Z,"Bonin Islands, Japan region",earthquake,7.45,1.774,0.072,60.0,reviewed,us,us
2022-09-29T04:11:26.021Z,-60.6693,-20.1642,10.0,5.4,mb,68.0,57.0,10.85,0.66,us,us6000ip68,2022-10-06T02:01:20.718Z,east of the South Sandwich Islands,earthquake,7.61,1.702,0.068,74.0,reviewed,us,us
2022-09-29T04:08:22.612Z,53.853,-35.1868,10.0,5.0,mb,77.0,52.0,15.153,0.48,us,us6000ip67,2022-10-06T01:52:18.040Z,Reykjanes Ridge,earthquake,10.15,1.817,0.037,239.0,reviewed,us,us
2022-09-29T04:04:12.883Z,53.565,-35.349,10.0,4.3,mb,28.0,86.0,18.387,0.4,us,us6000ir2v,2022-10-06T01:47:32.040Z,Reykjanes Ridge,earthquake,11.91,1.884,0.217,10.0,reviewed,us,us
2022-09-29T04:01:24.138Z,37.8384,19.9894,35.0,4.4,mb,53.0,138.0,1.674,0.66,us,us6000ip64,2022-10-06T01:43:29.040Z,"56 km SW of Lixoúri, Greece",earthquake,4.42,1.95,0.155,12.0,reviewed,us,us
2022-09-29T03:22:05.170Z,53.7734,-35.1444,10.0,4.2,mb,19.0,98.0,9.234,0.93,us,us6000ir2t,2022-10-06T01:32:04.040Z,Reykjanes Ridge,earthquake,5.28,1.903,0.215,6.0,reviewed,us,us
2022-09-29T03:19:50.947Z,-60.8529,-19.8446,10.0,4.4,mb,23.0,95.0,11.077,0.62,us,us6000ir2u,2022-10-06T01:26:45.040Z,east of the South Sandwich Islands,earthquake,6.95,1.839,0.139,15.0,reviewed,us,us
2022-09-29T03:12:29.326Z,-60.6276,-19.7459,10.0,4.3,mb,28.0,93.0,11.011,0.63,us,us6000ir39,2022-10-06T01:21:15.040Z,east of the South Sandwich Islands,earthquake,11.38,1.581,0.143,16.0,reviewed,us,us
2022-09-29T03:03:24.076Z,-60.8356,-20.0267,11.0,6.5,mww,125.0,37.0,10.983,0.68,us,us6000ip57,2022-10-06T01:05:09.987Z,east of the South Sandwich Islands,earthquake,8.93,1.683,0.049,40.0,reviewed,us,us
2022-09-29T02:47:43.001Z,53.8284,-35.2541,10.0,4.1,mb,12.0,161.0,9.153,0.39,us,us6000ir2q,2022-10-06T00:33:42.040Z,Reykjanes Ridge,earthquake,14.89,1.862,0.522,1.0,reviewed,us,us
2022-09-29T02:45:20.661Z,53.7457,-35.2946,10.0,4.2,mb,21.0,82.0,9.21,0.83,us,us6000ir2r,2022-10-06T00:30:03.040Z,Reykjanes Ridge,earthquake,11.14,1.904,0.176,9.0,reviewed,us,us
2022-09-29T02:39:34.985Z,54.2301,-35.0174,10.0,4.3,mb,18.0,107.0,8.894,0.43,us,us6000ir2s,2022-10-06T00:20:42.040Z,Reykjanes Ridge,earthquake,9.47,1.792,0.308,3.0,reviewed,us,us
2022-09-29T02:23:59.484Z,53.3912,-35.2181,10.0,5.3,mww,65.0,56.0,18.695,0.48,us,us6000ip52,2022-10-06T00:10:48.040Z,Reykjanes Ridge,earthquake,11.98,1.868,0.041,58.0,reviewed,us,us
